Filepath,File,Retrieved,Path_Length
S:\Project Folders\Christy Ishimine Hatfield\LML Marine Mammal Pool Renovation and Expansion\F - Bid Documents and Contract Award\Final Concept Verification Drawings\Final Concept Verification Architectural Autocad Files\A2.01 - NEW F&W SITE PLAN - Standard.zip,A2.01 - NEW F&W SITE PLAN - Standard.zip,"03/05/2020, 16:37:33",261
S:\Project Folders\Christy Ishimine Hatfield\LML Marine Mammal Pool Renovation and Expansion\F - Bid Documents and Contract Award\Final Concept Verification Drawings\Final Concept Verification Architectural Autocad Files\A2.02 - NEW LML POOL ROOF PLAN - Standard.zip,A2.02 - NEW LML POOL ROOF PLAN - Standard.zip,"03/05/2020, 16:37:33",266
S:\Project Folders\Christy Ishimine Hatfield\LML Marine Mammal Pool Renovation and Expansion\F - Bid Documents and Contract Award\Final Concept Verification Drawings\Final Concept Verification Architectural Autocad Files\A3.10 - PLATFORM SECTIONS - Standard.zip,A3.10 - PLATFORM SECTIONS - Standard.zip,"03/05/2020, 16:37:33",261
S:\Project Folders\Christy Ishimine Hatfield\LML Marine Mammal Pool Renovation and Expansion\F - Bid Documents and Contract Award\Final Concept Verification Drawings\Final Concept Verification Architectural Autocad Files\C1.00 - SITE PIPING PLAN - Standard.zip,C1.00 - SITE PIPING PLAN - Standard.zip,"03/05/2020, 16:37:33",260
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\Request for Concurrence - Student Health & Wellness Expansion Project Pre-design - cishimin@ucsc.edu - UC Santa Cruz Mail.html,Request for Concurrence - Student Health & Wellness Expansion Project Pre-design - cishimin@ucsc.edu - UC Santa Cruz Mail.html,"03/05/2020, 16:37:35",274
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\UC Santa Cruz Mail - RE_ (WWW) Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,UC Santa Cruz Mail - RE_ (WWW) Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,"03/05/2020, 16:37:35",271
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\UC Santa Cruz Mail - Re_ Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,UC Santa Cruz Mail - Re_ Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,"03/05/2020, 16:37:35",265
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre Design Meetings\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-04-03.doc,2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-04-03.doc,"03/05/2020, 16:37:35",260
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Budget Approvals\2807 Student Health & Wellness Expansion Project - Pre Design Project Summary June 2019.docx,2807 Student Health & Wellness Expansion Project - Pre Design Project Summary June 2019.docx,"03/05/2020, 16:37:35",273
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Budget Approvals\Project Summary Student Health Services Expansion Pre-Design Phase II 7.24.29docx.docx,Project Summary Student Health Services Expansion Pre-Design Phase II 7.24.29docx.docx,"03/05/2020, 16:37:35",267
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Budget Approvals\Project Summary Student Health Services Expansion Pre-Design Phase II 7.25.19 PPDO Final Draft toCPSM.docx,Project Summary Student Health Services Expansion Pre-Design Phase II 7.25.19 PPDO Final Draft toCPSM.docx,"03/05/2020, 16:37:35",287
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Budget Approvals\Project Summary Student Health Services Expansion Pre-Design Phase II 7.25.19.docx,Project Summary Student Health Services Expansion Pre-Design Phase II 7.25.19.docx,"03/05/2020, 16:37:35",263
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Budget Approvals\Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.15.19 CIH revised 7.11.19docx TFe (1) .docx,Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.15.19 CIH revised 7.11.19docx TFe (1) .docx,"03/05/2020, 16:37:35",303
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Budget Approvals\Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.16.19 CIH revised 7.11.19docx TFe (1)  (2).docx,Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.16.19 CIH revised 7.11.19docx TFe (1)  (2).docx,"03/05/2020, 16:37:35",307
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Budget Approvals\Project Summary Student Health Services Expansion PreDesign Phase II. revised 7.11.19docx.docx,Project Summary Student Health Services Expansion PreDesign Phase II. revised 7.11.19docx.docx,"03/05/2020, 16:37:35",275
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Expansion Committee\Student Health & Wellness Services - Slides for Meeting #1  with notations by Mary and Chrissy pdf.pdf,Student Health & Wellness Services - Slides for Meeting #1  with notations by Mary and Chrissy pdf.pdf,"03/05/2020, 16:37:35",286
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\From CPSM\From Chrissy 1.24.19 Student Health & Wellness Services - Slides for Planning Committee Meeting #1 (1).pdf,From Chrissy 1.24.19 Student Health & Wellness Services - Slides for Planning Committee Meeting #1 (1).pdf,"03/05/2020, 16:37:35",280
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Meetings\2807 Student Health&Wellness Services Expansion Project  ERC Student Affliliates Meerting Agenda_2019-02-27 .doc,2807 Student Health&Wellness Services Expansion Project  ERC Student Affliliates Meerting Agenda_2019-02-27 .doc,"03/05/2020, 16:37:35",285
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Meetings\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-27 .doc,2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-27 .doc,"03/05/2020, 16:37:35",261
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Meetings\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-28 .doc,2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-28 .doc,"03/05/2020, 16:37:35",261
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Meetings\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-03-06 .doc,2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-03-06 .doc,"03/05/2020, 16:37:35",261
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Meetings\2807 Student Health&Wellness Services Expansion Project - Kick Off Meeting and Planning Workshop- Agenda_2019-01-09 (8).doc,2807 Student Health&Wellness Services Expansion Project - Kick Off Meeting and Planning Workshop- Agenda_2019-01-09 (8).doc,"03/05/2020, 16:37:35",296
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Meetings\Meeting Agendas\2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-13 .doc,2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-13 .doc,"03/05/2020, 16:37:35",292
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Meetings\Meeting Agendas\2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-14 .doc,2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-14 .doc,"03/05/2020, 16:37:35",292
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Pre Design Schedules\973815 2807 Student Health Services Expansion - Pre-Design Schedule 20181004 .xls,973815 2807 Student Health Services Expansion - Pre-Design Schedule 20181004 .xls,"03/05/2020, 16:37:35",266
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\RFQ\RFQ Interview Letters\Shortlisted Firms\2807 RFQ Not Selected Pre-Design TEF  Brightspot .pdf,2807 RFQ Not Selected Pre-Design TEF  Brightspot .pdf,"03/05/2020, 16:37:35",261
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\RFQ\RFQ Interview Letters\Shortlisted Firms\2807 RFQ Not Selected Pre-Design TEF  Brightspot.doc,2807 RFQ Not Selected Pre-Design TEF  Brightspot.doc,"03/05/2020, 16:37:35",260
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Superceded Documents\973815 2807 Student Health Services Expansion - Pre-Design Schedule 20180605 rev. per CPSM.xls,973815 2807 Student Health Services Expansion - Pre-Design Schedule 20180605 rev. per CPSM.xls,"03/05/2020, 16:37:35",279
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Superceded Documents\973815 2807 Student Health Services Expansion - Pre-Design Schedule 20180605.xls,973815 2807 Student Health Services Expansion - Pre-Design Schedule 20180605.xls,"03/05/2020, 16:37:35",265
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Superceded Documents\973815 2807 Student Health Services Expansion - Pre-Design Schedule 20180905 including brightspot.xls,973815 2807 Student Health Services Expansion - Pre-Design Schedule 20180905 including brightspot.xls,"03/05/2020, 16:37:35",286
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Superceded Documents\Option 1 New Construction Preliminary 12.15.17 2807 Student Health Center Feasiblity  PBW.xls,Option 1 New Construction Preliminary 12.15.17 2807 Student Health Center Feasiblity  PBW.xls,"03/05/2020, 16:37:35",278
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design\Superceded Documents\PPDO back up document for 2807 Student Health Services Expansion Pre-Design 6.5.18.xlsx,PPDO back up document for 2807 Student Health Services Expansion Pre-Design 6.5.18.xlsx,"03/05/2020, 16:37:35",272
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design Phase II\2807 SH&W PreDesign Phase 2 Site Study Boring Location Site Plans - Opers South Site.pdf,2807 SH&W PreDesign Phase 2 Site Study Boring Location Site Plans - Opers South Site.pdf,"03/05/2020, 16:37:36",261
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\A - General\A2 - Working File\Christy's Original File Structure of A2\2807 Pre-Design Phase II\2807 Briefing Document\2807 Student Health & Wellness Briefing Document 12.6.19.docx.pdf,2807 Student Health & Wellness Briefing Document 12.6.19.docx.pdf,"03/05/2020, 16:37:36",261
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\B - Administrative\B1 - CPS and Chancellor's Approvals\PREDESIGN II\Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.15.19 CIH revised 7.11.19docx TFe (1) .docx,Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.15.19 CIH revised 7.11.19docx TFe (1) .docx,"03/05/2020, 16:37:36",268
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\B - Administrative\B1 - CPS and Chancellor's Approvals\PREDESIGN II\Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.16.19 CIH revised 7.11.19docx TFe (1)  (2).docx,Project Summary Student Health Services Expansion PreDesign Phase II. edited 7.16.19 CIH revised 7.11.19docx TFe (1)  (2).docx,"03/05/2020, 16:37:36",272
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E2 - PPG\PREDESIGN - Visioning and Programming\E2.1 - Visioning & Space Study Final Reporting (includes BCA)\2807.E2.1.  Draft 1.22.19 UCSC SH&WS BCA Health Center Addition 2019 V3.pdf,2807.E2.1.  Draft 1.22.19 UCSC SH&WS BCA Health Center Addition 2019 V3.pdf,"03/05/2020, 16:37:36",285
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E5 - Program and Design Correspondence\E5.3 - Users. Building Committee. Campus to.from\2018.12.16 Student Health and Wellness Expansion Project - Programming Committee (1).pdf,2018.12.16 Student Health and Wellness Expansion Project - Programming Committee (1).pdf,"03/05/2020, 16:37:36",277
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E5 - Program and Design Correspondence\E5.3 - Users. Building Committee. Campus to.from\UC Santa Cruz Mail - RE_ (WWW) Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,UC Santa Cruz Mail - RE_ (WWW) Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,"03/05/2020, 16:37:36",312
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E5 - Program and Design Correspondence\E5.3 - Users. Building Committee. Campus to.from\UC Santa Cruz Mail - Re_ Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,UC Santa Cruz Mail - Re_ Minor Capital Project Form - Feasibility Study for Cowell Student Health Center Addition.pdf,"03/05/2020, 16:37:36",306
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_01_28 - 1st Planning Committee Meeting\2807.E8.  1.28.19 Notes from 1st Expansion Committee Meeting..docx,2807.E8.  1.28.19 Notes from 1st Expansion Committee Meeting..docx,"03/05/2020, 16:37:36",261
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_01_28 - 1st Planning Committee Meeting\2807.E8.  Slides for Meeting #1  with notations by Mary and Chrissy pdf.pdf,2807.E8.  Slides for Meeting #1  with notations by Mary and Chrissy pdf.pdf,"03/05/2020, 16:37:36",270
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_01_28 - 1st Planning Committee Meeting\From CPSM\Draft 1.22.19 UCSC SH&WS BCA Health Center Addition 2019 V3.pdf,Draft 1.22.19 UCSC SH&WS BCA Health Center Addition 2019 V3.pdf,"03/05/2020, 16:37:36",268
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_01_28 - 1st Planning Committee Meeting\From CPSM\From Chrissy 1.24.19 Student Health & Wellness Services - Slides for Planning Committee Meeting #1 (1).pdf,From Chrissy 1.24.19 Student Health & Wellness Services - Slides for Planning Committee Meeting #1 (1).pdf,"03/05/2020, 16:37:36",311
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_02_06 - Kickoff Meeting & Planning Workshop\2807 Student Health&Wellness Services Expansion Project - Kick Off Meeting and Planning Workshop- Agenda_2019-01-09 (8).doc,2807 Student Health&Wellness Services Expansion Project - Kick Off Meeting and Planning Workshop- Agenda_2019-01-09 (8).doc,"03/05/2020, 16:37:36",323
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_02_13&14 - Programming & Planning Workshops\2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-13 .doc,2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-13 .doc,"03/05/2020, 16:37:36",303
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_02_13&14 - Programming & Planning Workshops\2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-14 .doc,2807 Student Health&Wellness Services Expansion Project - Consultant Interviews- Agenda_2019-02-14 .doc,"03/05/2020, 16:37:36",303
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_02_27 - ERC Student Affliates Visioning Meeting\2807 Student Health&Wellness Services Expansion Project  ERC Student Affliliates Meerting Agenda_2019-02-27 .doc,2807 Student Health&Wellness Services Expansion Project  ERC Student Affliliates Meerting Agenda_2019-02-27 .doc,"03/05/2020, 16:37:36",316
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_02_27 - ERC Student Affliates Visioning Meeting\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-27 .doc,2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-27 .doc,"03/05/2020, 16:37:36",292
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_02_28 - Visioning and Service Strategy Workshop\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-28 .doc,2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-02-28 .doc,"03/05/2020, 16:37:36",292
S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_03_06 - Programming & Planning Review Meeting\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-03-06 .doc,2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-03-06 .doc,"03/05/2020, 16:37:36",290
"S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_04_03 - Short term Interventions, Long term Block & Stack review\190403 UCSC SHWC Preliminary reporting_Business Case Long term_1pm-3pm (1).pdf",190403 UCSC SHWC Preliminary reporting_Business Case Long term_1pm-3pm (1).pdf,"03/05/2020, 16:37:36",299
"S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_04_03 - Short term Interventions, Long term Block & Stack review\190403 UCSC SHWC Preliminary reporting_Short Term_11am-12pm (1).pdf",190403 UCSC SHWC Preliminary reporting_Short Term_11am-12pm (1).pdf,"03/05/2020, 16:37:36",288
"S:\Project Folders\Cowell Student Health Services Expansion Feasibility Study\E - Program and Design\E8 - Program and Design Meeting Minutes\PREDESIGN\2019_04_03 - Short term Interventions, Long term Block & Stack review\2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-04-03.doc",2807 Student Health&Wellness Services Expansion Project  Meerting Agenda_2019-04-03.doc,"03/05/2020, 16:37:36",308
"S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\E - Program and Design\Estimates\Old Files\180322 CHES 2 Costs Updated, wo Student bed WAO's, w Villages OSP moved to Ph D, w RG Utility Bldg and DOD for Conferences.pdf","180322 CHES 2 Costs Updated, wo Student bed WAO's, w Villages OSP moved to Ph D, w RG Utility Bldg and DOD for Conferences.pdf","03/05/2020, 16:37:37",279
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\UC Santa Cruz Mail - Regarding screw issue; work due to Fire Marshall; Mike Henson.pdf,UC Santa Cruz Mail - Regarding screw issue; work due to Fire Marshall; Mike Henson.pdf,"03/05/2020, 16:37:37",269
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190827 Claim #1\9804 Abatement\Oakes_Please_DocuSign_Wulff_Electric_AFP_4_Student.pdf,Oakes_Please_DocuSign_Wulff_Electric_AFP_4_Student.pdf,"03/05/2020, 16:37:37",268
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190827 Claim #1\9804 Abatement\Steven_Please_DocuSign_Mike_Hinson_A76497MI_AFP_6.p.pdf,Steven_Please_DocuSign_Mike_Hinson_A76497MI_AFP_6.p.pdf,"03/05/2020, 16:37:37",269
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190827 Claim #1\DRAFTS\190907 9805A&C Sales Tax Response Letter_Rev190909.docx,190907 9805A&C Sales Tax Response Letter_Rev190909.docx,"03/05/2020, 16:37:37",261
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190827 Claim #1\DRAFTS\draft_191212 9805A 'Claim' Response Letter_FA1212.docx,draft_191212 9805A 'Claim' Response Letter_FA1212.docx,"03/05/2020, 16:37:37",260
"S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190827 Claim #1\FO #2 & Response\NetXperts response letter to Field Order, email, from July 30, 2019.pdf","NetXperts response letter to Field Order, email, from July 30, 2019.pdf","03/05/2020, 16:37:37",287
"S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190827 Claim #1\Internal Correspondence\Response to Traci Questions_UC Santa Cruz Mail - Response to NetXpert Letter Dated August 23, 2019 - Abatement Work in Building A.pdf","Response to Traci Questions_UC Santa Cruz Mail - Response to NetXpert Letter Dated August 23, 2019 - Abatement Work in Building A.pdf","03/05/2020, 16:37:37",356
"S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190827 Claim #1\Pay App Correspondence\UC Santa Cruz Mail - Response to NetXpert Letter Dated August 23, 2019 - Abatement Work in Building A.pdf","UC Santa Cruz Mail - Response to NetXpert Letter Dated August 23, 2019 - Abatement Work in Building A.pdf","03/05/2020, 16:37:37",327
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190829 Sales Tax - Paint Allow\190907 9805A&C Sales Tax Response Letter_Rev190909.docx,190907 9805A&C Sales Tax Response Letter_Rev190909.docx,"03/05/2020, 16:37:37",269
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190829 Sales Tax - Paint Allow\UC Santa Cruz Mail - Fwd_ Completed Patch and Paint Time and Materials.pdf,UC Santa Cruz Mail - Fwd_ Completed Patch and Paint Time and Materials.pdf,"03/05/2020, 16:37:37",288
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190905 CO #10 Letter of Concern\191002 9805A Re Letter of Concern Response.docx,191002 9805A Re Letter of Concern Response.docx,"03/05/2020, 16:37:37",262
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190905 CO #10 Letter of Concern\191002 9805A Re Letter of Concern Response.pdf,191002 9805A Re Letter of Concern Response.pdf,"03/05/2020, 16:37:37",261
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190905 CO #10 Letter of Concern\191002Rev 9805A Re Letter of ConcernResponse.docx,191002Rev 9805A Re Letter of ConcernResponse.docx,"03/05/2020, 16:37:37",264
"S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190905 CO #10 Letter of Concern\Letter of Concern regarding CO 10, Asbestos work_9-5-19.pdf","Letter of Concern regarding CO 10, Asbestos work_9-5-19.pdf","03/05/2020, 16:37:37",274
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190905 CO #10 Letter of Concern\UC Santa Cruz Mail - 9805A Oaks RA Early Move Ins.pdf,UC Santa Cruz Mail - 9805A Oaks RA Early Move Ins.pdf,"03/05/2020, 16:37:37",268
"S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190905 CO #11 Rejection - Hinson Const Email\Change Order 11, correspondence.pdf","Change Order 11, correspondence.pdf","03/05/2020, 16:37:37",263
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190905 CO #11 Rejection - Hinson Const Email\UC Santa Cruz Mail - NetXperts response to rejection of Change Order #11 (proposal for overseeing hatch work by subcontractor Mike Hinson)_.pdf,UC Santa Cruz Mail - NetXperts response to rejection of Change Order #11 (proposal for overseeing hatch work by subcontractor Mike Hinson)_.pdf,"03/05/2020, 16:37:37",371
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190909 Defective Work - Screw Attachment\190916 9805A Defective Work_Draft.docx,190916 9805A Defective Work_Draft.docx,"03/05/2020, 16:37:37",262
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190909 Defective Work - Screw Attachment\190927 9805A&C Defective Work_Draft.docx,190927 9805A&C Defective Work_Draft.docx,"03/05/2020, 16:37:37",264
S:\Project Folders\Cumming Corp - Multiple Capital Improvement Projects\Old Files\Student Housing TIU Phase 2\G - Construction\9805A\G.1 Correspondence\G1.1 Contractor Correspondence\190909 Defective Work - Screw Attachment\UC Santa Cruz Mail - Rachel Carson Apartment Building 1 7800 ROUGH REQUEST.pdf,UC Santa Cruz Mail - Rachel Carson Apartment Building 1 7800 ROUGH REQUEST.pdf,"03/05/2020, 16:37:37",302
